Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,Revenue
560580,23163,REGENCY SUGAR TONGS,16,2011-07-19 15:23:00,2.08,14088.0,United Kingdom,33.28
571226,20749,ASSORTED COLOUR MINI CASES,4,2011-10-14 13:49:00,7.95,13006.0,United Kingdom,31.8
555520,23284,DOORMAT KEEP CALM AND COME IN,1,2011-06-05 11:14:00,7.95,15038.0,United Kingdom,7.95
580367,23175,REGENCY MILK JUG PINK ,2,2011-12-02 16:39:00,7.46,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,14.92
493066,22228,BUNNY WOODEN PAINTED WITH BIRD ,1,2009-12-21 17:14:00,0.85,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,0.85
556330,23082,SET 6 PAPER TABLE LANTERN HEARTS ,3,2011-06-10 11:29:00,3.75,17797.0,United Kingdom,11.25
534035,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,12,2010-11-19 15:50:00,1.25,13124.0,United Kingdom,15.0
501473,22029,SPACEBOY BIRTHDAY CARD,72,2010-03-16 16:31:00,0.36,17511.0,United Kingdom,25.919999999999998
571716,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,1,2011-10-18 17:05:00,5.79,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,5.79
545187,84978,HANGING HEART JAR T-LIGHT HOLDER,12,2011-02-28 15:18:00,1.25,16427.0,United Kingdom,15.0
544286,21754,HOME BUILDING BLOCK WORD,2,2011-02-17 12:29:00,5.95,13151.0,United Kingdom,11.9
571406,23353,6 GIFT TAGS VINTAGE CHRISTMAS ,12,2011-10-17 12:12:00,0.83,13871.0,United Kingdom,9.959999999999999
511858,21864,UNION JACK FLAG PASSPORT COVER ,3,2010-06-11 10:05:00,4.21,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,12.629999999999999
569144,23308,SET OF 60 VINTAGE LEAF CAKE CASES ,1,2011-09-30 15:14:00,0.55,17227.0,United Kingdom,0.55
531842,22178,VICTORIAN GLASS HANGING T-LIGHT,12,2010-11-10 09:19:00,1.25,17082.0,United Kingdom,15.0
522740,22625,RED KITCHEN SCALES,1,2010-09-16 13:06:00,8.5,13243.0,United Kingdom,8.5
554511,22908,PACK OF 20 NAPKINS RED APPLES,1,2011-05-24 15:52:00,1.63,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,1.63
555149,21390,FILIGRIS HEART WITH BUTTERFLY,1,2011-05-31 15:49:00,2.46,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,2.46
546486,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,11,2011-03-14 11:41:00,1.25,15039.0,United Kingdom,13.75
559898,82582,AREA PATROLLED METAL SIGN,9,2011-07-13 12:18:00,2.1,16225.0,United Kingdom,18.900000000000002
575212,22083,PAPER CHAIN KIT RETROSPOT,12,2011-11-09 10:41:00,2.95,14108.0,United Kingdom,35.400000000000006
574967,22631,CIRCUS PARADE LUNCH BOX ,2,2011-11-08 10:51:00,4.96,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,9.92
555562,84375,SET OF 20 KIDS COOKIE CUTTERS,1,2011-06-05 14:45:00,2.1,17841.0,United Kingdom,2.1
552694,21155,RED RETROSPOT PEG BAG,6,2011-05-10 15:25:00,2.55,12749.0,United Kingdom,15.299999999999999
548870,84884A,ANT WHITE WIRE HEART SPIRAL,1,2011-04-04 14:41:00,3.95,14606.0,United Kingdom,3.95
562615,85099B,JUMBO BAG RED RETROSPOT,10,2011-08-08 12:20:00,2.08,16458.0,United Kingdom,20.8
508382,48187,DOOR MAT NEW ENGLAND,2,2010-05-14 14:18:00,7.49,13634.0,United Kingdom,14.98
576618,23203,JUMBO BAG VINTAGE DOILY ,2,2011-11-15 17:00:00,4.13,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,8.26
497590,22076,6 RIBBONS EMPIRE  ,2,2010-02-10 17:59:00,3.36,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,6.72
505002,M,Manual,2,2010-04-19 12:39:00,1.25,16905.0,United Kingdom,2.5
525251,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,10,2010-10-04 14:51:00,0.85,17931.0,United Kingdom,8.5
552950,22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,3,2011-05-12 12:01:00,4.95,16116.0,United Kingdom,14.850000000000001
516776,21004,ROSE DU SUD CHILDRENS APRON,3,2010-07-22 19:42:00,4.25,14166.0,United Kingdom,12.75
525840,22079,RIBBON REEL HEARTS DESIGN ,10,2010-10-07 12:39:00,1.65,12903.0,United Kingdom,16.5
501002,20898,VINTAGE NOTEBOOK TRAVELOGUE,2,2010-03-11 14:03:00,2.95,14878.0,United Kingdom,5.9
502784,16169M,WRAP DAISY CARPET ,25,2010-03-26 14:51:00,0.42,15249.0,United Kingdom,10.5
519821,48185,DOORMAT FAIRY CAKE,2,2010-08-20 14:13:00,7.49,15248.0,United Kingdom,14.98
533338,22654,DELUXE SEWING KIT ,1,2010-11-16 18:18:00,11.87,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,11.87
577217,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,4,2011-11-18 11:53:00,0.85,17324.0,United Kingdom,3.4
577312,22663,JUMBO BAG DOLLY GIRL DESIGN,10,2011-11-18 13:18:00,2.08,17049.0,United Kingdom,20.8
502746,85103,SILVER T-LIGHT SETTING,1,2010-03-26 12:53:00,13.57,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,13.57
519192,85061W,WHITE JEWELLED HEART DECORATION,24,2010-08-13 16:58:00,0.85,14525.0,United Kingdom,20.4
530371,22065,CHRISTMAS PUDDING TRINKET POT ,6,2010-11-02 16:18:00,1.45,15727.0,United Kingdom,8.7
516617,85099F,JUMBO BAG STRAWBERRY,10,2010-07-21 15:36:00,1.95,16458.0,United Kingdom,19.5
547850,22219,LOVEBIRD HANGING DECORATION WHITE ,3,2011-03-27 12:06:00,0.85,14472.0,United Kingdom,2.55
559934,85152,HAND OVER THE CHOCOLATE   SIGN ,12,2011-07-14 09:58:00,2.1,13012.0,United Kingdom,25.200000000000003
526170,21498,RED RETROSPOT WRAP ,50,2010-10-10 10:48:00,0.42,15179.0,United Kingdom,21.0
574903,23469,CARD HOLDER LOVE BIRD SMALL,6,2011-11-07 15:27:00,4.15,17302.0,United Kingdom,24.900000000000002
556487,23147,SINGLE ANTIQUE ROSE HOOK IVORY,6,2011-06-12 13:51:00,1.45,17289.0,United Kingdom,8.7
547042,22259,FELT FARM ANIMAL HEN,3,2011-03-20 11:00:00,2.46,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,7.38
574298,22801,ANTIQUE GLASS PEDESTAL BOWL,1,2011-11-03 15:56:00,7.46,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,7.46
572219,23144,ZINC T-LIGHT HOLDER STARS SMALL,2,2011-10-21 13:17:00,0.83,17463.0,United Kingdom,1.66
579754,84997A,CHILDRENS CUTLERY POLKADOT GREEN ,2,2011-11-30 14:52:00,4.15,17911.0,United Kingdom,8.3
505530,22522,CHILDS GARDEN FORK BLUE ,24,2010-04-22 17:38:00,0.85,12976.0,United Kingdom,20.4
519037,20728,LUNCH BAG CARS BLUE,10,2010-08-13 11:16:00,1.65,17091.0,United Kingdom,16.5
492434,21670,BLUE SPOT CERAMIC DRAWER KNOB,12,2009-12-17 10:17:00,1.25,15601.0,United Kingdom,15.0
565436,22193,RED DINER WALL CLOCK,6,2011-09-04 13:45:00,8.5,14189.0,United Kingdom,51.0
535940,22383,LUNCH BAG SUKI  DESIGN ,4,2010-11-29 11:48:00,1.65,16005.0,United Kingdom,6.6
508048,20713,JUMBO BAG OWLS,1,2010-05-12 12:32:00,1.95,17016.0,United Kingdom,1.95
562114,23013,GLASS APOTHECARY BOTTLE TONIC,1,2011-08-02 16:14:00,8.29,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,8.29
502853,21034,REX CASH+CARRY JUMBO SHOPPER,1,2010-03-28 14:47:00,0.95,17589.0,United Kingdom,0.95
561197,23091,ZINC HERB GARDEN CONTAINER,3,2011-07-25 14:35:00,6.25,16364.0,United Kingdom,18.75
519236,22366,DOORMAT AIRMAIL ,10,2010-08-15 13:23:00,6.35,14051.0,United Kingdom,63.5
523893,21900,"KEY FOB , SHED",24,2010-09-24 14:56:00,0.65,13381.0,United Kingdom,15.600000000000001
528313,22863,SOAP DISH BROCANTE,6,2010-10-21 12:22:00,2.95,13047.0,United Kingdom,17.700000000000003
557604,21382,SET/4 SPRING FLOWER DECORATION,4,2011-06-21 12:03:00,0.75,15039.0,United Kingdom,3.0
523192,20713,JUMBO BAG OWLS,3,2010-09-20 17:32:00,1.95,15167.0,United Kingdom,5.85
574247,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2011-11-03 12:56:00,2.95,13168.0,United Kingdom,17.700000000000003
551718,21539,RED RETROSPOT BUTTER DISH,1,2011-05-03 16:06:00,9.96,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,9.96
552277,35004B,SET OF 3 BLACK FLYING DUCKS,1,2011-05-08 12:34:00,5.45,13642.0,United Kingdom,5.45
530709,21819,GLITTER CHRISTMAS STAR ,3,2010-11-04 11:29:00,0.85,16887.0,United Kingdom,2.55
545716,21974,SET OF 36 PAISLEY FLOWER DOILIES,1,2011-03-07 10:15:00,3.75,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,3.75
512725,22390,PAPERWEIGHT CHILDHOOD MEMORIES,2,2010-06-17 13:09:00,2.55,14508.0,United Kingdom,5.1
507177,84568,GIRLS ALPHABET IRON ON PATCHES ,27,2010-05-06 15:09:00,0.43,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,11.61
578068,22666,RECIPE BOX PANTRY YELLOW DESIGN,1,2011-11-22 15:45:00,2.95,14505.0,United Kingdom,2.95
556481,82580,BATHROOM METAL SIGN,3,2011-06-12 13:00:00,0.55,16115.0,United Kingdom,1.6500000000000001
518672,82567,"AIRLINE LOUNGE,METAL SIGN",1,2010-08-10 15:47:00,2.1,17191.0,United Kingdom,2.1
539254,22555,PLASTERS IN TIN STRONGMAN,24,2010-12-16 14:25:00,1.65,13199.0,United Kingdom,39.599999999999994
561090,84796a,PINK HAWAIIAN PICNIC HAMPER FOR 2,1,2011-07-25 09:55:00,8.29,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,8.29
500129,22231,JIGSAW TREE WITH BIRDHOUSE,1,2010-03-04 14:50:00,1.45,15768.0,United Kingdom,1.45
503859,22386,JUMBO BAG PINK WITH WHITE SPOTS,30,2010-04-08 10:30:00,1.95,14855.0,United Kingdom,58.5
494784,85185D,FROG SOCK PUPPET,1,2010-01-18 13:20:00,5.91,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,5.91
571183,47559B,TEA TIME OVEN GLOVE,8,2011-10-14 11:08:00,1.25,14796.0,United Kingdom,10.0
578266,21165,BEWARE OF THE CAT METAL SIGN ,1,2011-11-23 13:34:00,1.69,12748.0,United Kingdom,1.69
502870,20675,BLUE SPOTTY BOWL,8,2010-03-28 16:17:00,1.25,13373.0,United Kingdom,10.0
518337,82552,WASHROOM METAL SIGN,12,2010-08-06 13:38:00,1.25,14849.0,United Kingdom,15.0
572734,23404,HOME SWEET HOME BLACKBOARD,36,2011-10-25 15:34:00,4.15,13694.0,United Kingdom,149.4
532950,22698,PINK REGENCY TEACUP AND SAUCER,12,2010-11-15 12:14:00,2.95,16700.0,United Kingdom,35.400000000000006
510420,22501,PICNIC BASKET WICKER LARGE,1,2010-05-30 11:41:00,9.95,15860.0,United Kingdom,9.95
533885,22553,PLASTERS IN TIN SKULLS,2,2010-11-19 11:42:00,1.65,12748.0,United Kingdom,3.3
558731,20728,LUNCH BAG CARS BLUE,20,2011-07-01 14:53:00,1.65,13285.0,United Kingdom,33.0
572866,22065,CHRISTMAS PUDDING TRINKET POT ,10,2011-10-26 13:07:00,0.39,15005.0,United Kingdom,3.9000000000000004
530307,35819B,"ACRYLIC HANGING JEWEL,BLUE",20,2010-11-02 13:20:00,1.25,13251.0,United Kingdom,25.0
527933,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,6,2010-10-19 13:34:00,3.75,13840.0,United Kingdom,22.5
573915,23330,DECORATIVE WICKER HEART MEDIUM,4,2011-11-01 15:55:00,1.25,15511.0,United Kingdom,5.0
511900,20974,12 PENCILS SMALL TUBE SKULL,11,2010-06-11 11:11:00,0.65,16161.0,United Kingdom,7.15
522629,21754,HOME BUILDING BLOCK WORD,1,2010-09-15 17:07:00,5.95,15272.0,United Kingdom,5.95
517739,22129,PARTY CONES CANDY TREE DECORATION,12,2010-08-01 14:40:00,0.85,13474.0,United Kingdom,10.2
563376,20726,LUNCH BAG WOODLAND,2,2011-08-16 10:36:00,1.65,15752.0,United Kingdom,3.3
560251,21078,SET/20 STRAWBERRY PAPER NAPKINS ,4,2011-07-17 12:32:00,0.85,17774.0,United Kingdom,3.4
532953,22546,MINI JIGSAW PURDEY,1,2010-11-15 12:17:00,0.85,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,0.85
537193,22112,CHOCOLATE HOT WATER BOTTLE,4,2010-12-05 13:49:00,4.95,15023.0,United Kingdom,19.8
499858,22134,LADLE LOVE HEART RED ,1,2010-03-02 17:04:00,0.85,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,0.85
571352,22622,BOX OF VINTAGE ALPHABET BLOCKS,6,2011-10-17 11:49:00,11.95,18042.0,United Kingdom,71.69999999999999
538064,21901,"KEY FOB , BACK DOOR ",6,2010-12-09 13:47:00,0.65,15271.0,United Kingdom,3.9000000000000004
491092,84997C,BLUE 3 PIECE MINI DOTS CUTLERY SET,6,2009-12-09 13:44:00,3.75,13680.0,United Kingdom,22.5
499638,22053,EMPIRE DESIGN ROSETTE,1,2010-03-01 13:45:00,2.51,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,2.51
494016,90173,PAIR BUTTERFLY HAIR CLIPS,1,2010-01-11 09:35:00,3.9,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,3.9
536354,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,1,2010-11-30 17:43:00,0.85,17820.0,United Kingdom,0.85
538679,22111,SCOTTIE DOG HOT WATER BOTTLE,6,2010-12-13 17:03:00,4.95,16455.0,United Kingdom,29.700000000000003
546771,22829,SWEETHEART WIRE WALL TIDY,1,2011-03-16 15:19:00,9.95,17515.0,United Kingdom,9.95
552051,22059,CERAMIC STRAWBERRY DESIGN MUG,6,2011-05-06 10:10:00,1.49,14796.0,United Kingdom,8.94
498133,20679,EDWARDIAN PARASOL RED,1,2010-02-16 17:24:00,12.72,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,12.72
575216,22535,MAGIC DRAWING SLATE BUNNIES ,24,2011-11-09 11:04:00,0.42,13384.0,United Kingdom,10.08
544924,22652,TRAVEL SEWING KIT,10,2011-02-24 17:18:00,1.65,13851.0,United Kingdom,16.5
509577,85099B,JUMBO BAG RED RETROSPOT,4,2010-05-24 14:17:00,1.95,17338.0,United Kingdom,7.8
567667,23551,PACK OF 12 PAISLEY PARK TISSUES ,1,2011-09-21 15:24:00,0.83,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,0.83
559801,21523,DOORMAT FANCY FONT HOME SWEET HOME,1,2011-07-12 13:46:00,16.63,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,16.63
504584,21833,CAMOUFLAGE LED TORCH,12,2010-04-15 09:10:00,1.69,17888.0,United Kingdom,20.28
522885,22507,MEMO BOARD RETROSPOT  DESIGN,8,2010-09-17 12:06:00,4.95,13952.0,United Kingdom,39.6
510772,22324,BLUE POLKADOT KIDS BAG,1,2010-06-03 14:02:00,4.21,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,4.21
514829,84971S,SMALL HEART FLOWERS HOOK ,24,2010-07-06 13:55:00,0.85,14745.0,United Kingdom,20.4
509647,22112,CHOCOLATE HOT WATER BOTTLE,1,2010-05-25 11:41:00,4.95,14527.0,United Kingdom,4.95
544586,22926,IVORY GIANT GARDEN THERMOMETER,2,2011-02-21 15:04:00,5.95,17338.0,United Kingdom,11.9
490312,22155,STAR DECORATION RUSTIC,5,2009-12-04 15:16:00,0.42,17961.0,United Kingdom,2.1
521150,22423,REGENCY CAKESTAND 3 TIER,5,2010-09-02 13:33:00,12.75,13564.0,United Kingdom,63.75
544160,22150,3 STRIPEY MICE FELTCRAFT,6,2011-02-16 12:49:00,1.95,16494.0,United Kingdom,11.7
551558,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,4,2011-05-03 10:41:00,1.45,17841.0,United Kingdom,5.8
499784,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,4,2010-03-02 14:36:00,3.75,15367.0,United Kingdom,15.0
522302,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,12,2010-09-13 14:56:00,0.85,15271.0,United Kingdom,10.2
502113,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,2010-03-23 11:01:00,1.95,15998.0,United Kingdom,1.95
551724,82582,AREA PATROLLED METAL SIGN,1,2011-05-03 17:12:00,2.1,15976.0,United Kingdom,2.1
519610,22678,"FRENCH BLUE METAL DOOR SIGN, 3",2,2010-08-18 16:54:00,1.25,15494.0,United Kingdom,2.5
562984,22615,PACK OF 12 CIRCUS PARADE TISSUES ,12,2011-08-11 11:45:00,0.29,17841.0,United Kingdom,3.4799999999999995
555832,22192,BLUE DINER WALL CLOCK,4,2011-06-07 12:19:00,8.5,15969.0,United Kingdom,34.0
573373,21213,PACK OF 72 SKULL CAKE CASES,3,2011-10-30 13:37:00,0.55,14684.0,United Kingdom,1.6500000000000001
507889,21086,SET/6 RED SPOTTY PAPER CUPS,3,2010-05-11 16:35:00,0.65,15862.0,United Kingdom,1.9500000000000002
490963,85025C,PINK HEART SHAPE PHOTO FRAME,2,2009-12-08 15:49:00,3.43,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,6.86
496019,21531,RETRO SPOT SUGAR JAM BOWL,1,2010-01-28 13:34:00,2.55,12835.0,United Kingdom,2.55
511247,21086,SET/6 RED SPOTTY PAPER CUPS,12,2010-06-07 12:35:00,0.65,14421.0,United Kingdom,7.800000000000001
521663,21832,CHOCOLATE CALCULATOR,12,2010-09-07 14:46:00,1.65,15367.0,United Kingdom,19.799999999999997
574298,22593,CHRISTMAS GINGHAM STAR,4,2011-11-03 15:56:00,1.63,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,6.52
556727,22728,ALARM CLOCK BAKELIKE PINK,4,2011-06-14 11:33:00,3.75,17675.0,United Kingdom,15.0
550628,22778,GLASS CLOCHE SMALL,3,2011-04-19 14:37:00,3.95,13101.0,United Kingdom,11.850000000000001
527467,21620,SET OF 4 ROSE BOTANICAL CANDLES,5,2010-10-18 11:03:00,3.75,15921.0,United Kingdom,18.75
577078,23420,PANTRY HOOK TEA STRAINER ,1,2011-11-17 15:17:00,4.13,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,4.13
523010,22754,SMALL RED BABUSHKA NOTEBOOK ,72,2010-09-20 10:05:00,0.72,13881.0,United Kingdom,51.839999999999996
570127,23388,WOODLAND MINI BACKPACK,3,2011-10-07 13:17:00,4.15,16900.0,United Kingdom,12.450000000000001
544211,22746,POPPY'S PLAYHOUSE LIVINGROOM ,6,2011-02-17 11:05:00,2.1,13018.0,United Kingdom,12.600000000000001
561391,20712,JUMBO BAG WOODLAND ANIMALS,10,2011-07-27 09:59:00,2.08,16628.0,United Kingdom,20.8
502854,72800E,4 IVORY DINNER CANDLES SILVER FLOCK,1,2010-03-28 14:48:00,2.55,13684.0,United Kingdom,2.55
563360,21259,VICTORIAN SEWING BOX SMALL ,2,2011-08-15 15:06:00,5.95,15023.0,United Kingdom,11.9
527789,22588,CARD HOLDER GINGHAM HEART,1,2010-10-19 11:10:00,5.06,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,5.06
549524,22182,CAKE STAND VICTORIAN FILIGREE SMALL,2,2011-04-08 15:42:00,4.13,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,8.26
536464,21212,PACK OF 72 RETROSPOT CAKE CASES,1,2010-12-01 12:23:00,0.55,17968.0,United Kingdom,0.55
572192,23263,SET OF 3 WOODEN HEART DECORATIONS,1,2011-10-21 11:30:00,1.25,18118.0,United Kingdom,1.25
522966,22346,PARTY PIZZA DISH GREEN RETROSPOT,1,2010-09-19 13:01:00,0.85,16007.0,United Kingdom,0.85
500998,84691,PACK 20 DOLLY PEGS,12,2010-03-11 13:43:00,0.85,12957.0,United Kingdom,10.2
517650,22424,ENAMEL BREAD BIN CREAM,2,2010-07-30 14:00:00,12.75,13015.0,United Kingdom,25.5
521925,21531,RED RETROSPOT SUGAR JAM BOWL,1,2010-09-09 15:14:00,2.55,13069.0,United Kingdom,2.55
571049,23355,HOT WATER BOTTLE KEEP CALM,4,2011-10-13 13:43:00,4.95,16670.0,United Kingdom,19.8
519868,72586,"S/6 HALLOWEEN GHOST T LIGHTS, 5CM H",1,2010-08-20 16:21:00,0.85,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,0.85
540995,90134,OLD ROSE COMBO BEAD NECKLACE,1,2011-01-13 09:30:00,2.9,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,2.9
525961,21078,SET/20 STRAWBERRY PAPER NAPKINS ,2,2010-10-07 19:57:00,0.85,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,1.7
494016,22242,"HOOK, 5 HANGER , MAGIC TOADSTOOL",1,2010-01-11 09:35:00,3.43,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,3.43
571837,23504,PLAYING CARDS JUBILEE UNION JACK,2,2011-10-19 12:11:00,1.25,16470.0,United Kingdom,2.5
571044,23080,RED METAL BOX TOP SECRET,2,2011-10-13 13:24:00,8.25,14421.0,United Kingdom,16.5
578942,23536,WALL ART VILLAGE SHOW ,1,2011-11-27 13:29:00,5.95,17288.0,United Kingdom,5.95
581497,20723,STRAWBERRY CHARLOTTE BAG,42,2011-12-09 10:23:00,2.46,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,103.32
514532,22061,LARGE CAKE STAND  HANGING STRAWBERY,1,2010-07-05 10:07:00,21.23,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,21.23
558777,47566,PARTY BUNTING,3,2011-07-04 10:23:00,10.79,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,32.37
574680,22384,LUNCH BAG PINK POLKADOT,10,2011-11-06 12:40:00,1.65,15078.0,United Kingdom,16.5
576062,23367,SET 12 COLOUR PENCILS SPACEBOY ,5,2011-11-13 15:30:00,0.65,12867.0,United Kingdom,3.25
490741,82483,WOOD 2 DRAWER CABINET WHITE FINISH,1,2009-12-07 17:56:00,13.0,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,13.0
537643,22468,BABUSHKA LIGHTS STRING OF 10,2,2010-12-07 15:34:00,13.57,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,27.14
547386,22699,ROSES REGENCY TEACUP AND SAUCER ,2,2011-03-22 15:52:00,5.79,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,11.58
532106,21533,RETROSPOT LARGE MILK JUG,3,2010-11-10 16:26:00,4.95,16094.0,United Kingdom,14.850000000000001
523175,21931,JUMBO STORAGE BAG SUKI,2,2010-09-20 16:03:00,4.21,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,8.42
489675,82615,PINK MARSHMALLOW SCARF KNITTING KIT,48,2009-12-02 09:47:00,2.55,13777.0,United Kingdom,122.39999999999999
579508,22818,CARD CHRISTMAS VILLAGE,1,2011-11-29 16:33:00,0.42,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,0.42
556671,21212,PACK OF 72 RETROSPOT CAKE CASES,1,2011-06-13 16:33:00,0.55,17841.0,United Kingdom,0.55
577049,23188,VINTAGE  2 METRE FOLDING RULER,2,2011-11-17 13:58:00,1.65,17397.0,United Kingdom,3.3
512745,21714,CITRONELLA CANDLE GARDEN POT,12,2010-06-17 14:49:00,1.25,13319.0,United Kingdom,15.0
523150,84754,S/15 SILVER GLASS BAUBLES IN BAG,5,2010-09-20 14:52:00,2.51,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,12.549999999999999
492407,21931,JUMBO STORAGE BAG SUKI,4,2009-12-16 16:02:00,1.95,15750.0,United Kingdom,7.8
517116,22687,DOORMAT CHRISTMAS VILLAGE,8,2010-07-27 08:09:00,7.49,18172.0,United Kingdom,59.92
534141,22147,FELTCRAFT BUTTERFLY HEARTS,3,2010-11-21 12:21:00,1.45,16791.0,United Kingdom,4.35
541516,21947,SET OF 6 HEART CHOPSTICKS,1,2011-01-18 17:34:00,1.25,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,1.25
580358,23311,VINTAGE CHRISTMAS STOCKING ,10,2011-12-02 16:07:00,2.55,17238.0,United Kingdom,25.5
557954,22927,GREEN GIANT GARDEN THERMOMETER,4,2011-06-23 18:44:00,5.95,15023.0,United Kingdom,23.8
511069,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2010-06-06 13:22:00,2.95,17915.0,United Kingdom,14.75
577058,23241,TREASURE TIN GYMKHANA DESIGN,1,2011-11-17 14:29:00,2.08,18122.0,United Kingdom,2.08
524327,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,1,2010-09-28 15:07:00,5.91,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,5.91
572227,85114C,RED ENCHANTED FOREST PLACEMAT,6,2011-10-21 14:01:00,1.65,15051.0,United Kingdom,9.899999999999999
556427,23301,GARDENERS KNEELING PAD KEEP CALM ,1,2011-06-10 13:23:00,3.29,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,3.29
574561,22899,CHILDREN'S APRON DOLLY GIRL ,1,2011-11-04 15:52:00,4.13,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,4.13
571847,22816,CARD MOTORBIKE SANTA,12,2011-10-19 12:39:00,0.42,15220.0,United Kingdom,5.04
492425,22348,TEA BAG PLATE RED SPOTTY ,2,2009-12-16 17:58:00,1.7,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,3.4
534510,21586,KINGS CHOICE GIANT TUBE MATCHES,3,2010-11-23 11:45:00,2.55,17237.0,United Kingdom,7.6499999999999995
532801,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,3,2010-11-14 14:54:00,2.95,17802.0,United Kingdom,8.850000000000001
500575,21484,CHICK GREY HOT WATER BOTTLE,1,2010-03-08 16:53:00,7.62,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,7.62
520334,21231,SWEETHEART CERAMIC TRINKET BOX,6,2010-08-25 12:31:00,1.25,16200.0,United Kingdom,7.5
529307,22844,VINTAGE CREAM DOG FOOD CONTAINER,2,2010-10-27 12:53:00,8.5,13880.0,United Kingdom,17.0
542836,22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,1,2011-02-01 11:31:00,1.25,16745.0,United Kingdom,1.25
572767,22072,RED RETROSPOT TEA CUP AND SAUCER ,8,2011-10-26 10:11:00,3.75,17865.0,United Kingdom,30.0
542898,21871,SAVE THE PLANET MUG,1,2011-02-01 14:01:00,1.25,16110.0,United Kingdom,1.25
517931,22694,WICKER STAR ,1,2010-08-03 10:42:00,2.1,16161.0,United Kingdom,2.1
534319,22581,WOOD STOCKING CHRISTMAS SCANDISPOT,1,2010-11-22 11:37:00,1.66,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,1.66
